Model,VIN (1-10),County,City,2020 GEOID,State,Vehicle Location
LEAF,1N4BZ1CP2K,King,Bellevue,53033023806,WA,POINT (-122.1872 47.61001)
E-CLASS,W1KLF6DB6S,King,Kirkland,53033022006,WA,POINT (-122.22901 47.72201)
F-150,1FT6W1EV1P,Clallam,Port Angeles,53009001400,WA,POINT (-123.43112 48.11892)
MODEL Y,7SAYGDEE0N,King,Bothell,53033021804,WA,POINT (-122.20563 47.76144)
MODEL Y,7SAYGDED1S,King,Seattle,53033008300,WA,POINT (-122.34223 47.61085)
MODEL 3,5YJ3E1EA3L,King,Shoreline,53033021000,WA,POINT (-122.33364 47.73709)
FUSION,3FA6P0PU1J,Clark,Battle Ground,53011040407,WA,POINT (-122.5331 45.78092)
MODEL X,7SAXCDE53N,King,Renton,53033024704,WA,POINT (-122.18839 47.51197)
I4,WBY43HD05S,King,Kirkland,53033022603,WA,POINT (-122.2066 47.67887)
LEAF,1N4BZ1CV9N,Thurston,Olympia,53067010520,WA,POINT (-122.92018 47.04575)
EV9,5XYAFFS51T,King,Seattle,53033006800,WA,POINT (-122.36381 47.63046)
LEAF,1N4BZ0CP6H,King,Seattle,53033000601,WA,POINT (-122.33364 47.73709)
OUTLANDER,JA4J24A57J,Clark,Vancouver,53011040904,WA,POINT (-122.70303 45.70954)
MODEL Y,7SAYGDED1T,King,Kirkland,53033022703,WA,POINT (-122.2066 47.67887)
MODEL 3,5YJ3E1EB3M,King,Seattle,53033000800,WA,POINT (-122.30253 47.72656)
RAV4 PRIME (PHEV),JTMAB3FV2M,King,Seattle,53033002900,WA,POINT (-122.38418 47.70044)
VOLT,1G1RD6E42C,Clark,Vancouver,53011042300,WA,POINT (-122.67156 45.63248)
MODEL Y,5YJYGDEE6M,King,Seattle,53033000601,WA,POINT (-122.33364 47.73709)
X5,5UX43EU06S,King,Seattle,53033012100,WA,POINT (-122.36322 47.49736)
MODEL Y,7SAYGDED4T,Kitsap,Bainbridge Island,53035090902,WA,POINT (-122.521 47.62759)
BOLT EUV,1G1FZ6S05N,King,Seattle,53033006900,WA,POINT (-122.36381 47.63046)
RAV4 PRIME (PHEV),JTMFB3FV5M,King,Seattle,53033006100,WA,POINT (-122.32427 47.63433)
PRIUS PRIME (PHEV),JTDKARFP1L,Clark,Battle Ground,53011040414,WA,POINT (-122.5331 45.78092)
MODEL Y,7SAYGDED6T,King,Kirkland,53033022005,WA,POINT (-122.22901 47.72201)
X5,5UX43EU02R,King,Bellevue,53033023604,WA,POINT (-122.1621 47.64441)
X5,5UXKT0C5XJ,King,Seattle,53033011902,WA,POINT (-122.25031 47.49481)
MODEL 3,5YJ3E1EA0L,Jefferson,Port Ludlow,53031950302,WA,POINT (-122.68475 47.92989)
MODEL 3,5YJ3E1ECXL,King,Seattle,53033011902,WA,POINT (-122.25031 47.49481)
MODEL Y,7SAYGDEE9S,King,Bellevue,53033024001,WA,POINT (-122.1872 47.61001)
MODEL X,5YJXCDE21L,King,Redmond,53033032321,WA,POINT (-122.13158 47.67858)
IONIQ 5,KM8KNDAF4P,Kitsap,Kingston,53035090102,WA,POINT (-122.4977 47.79802)
MODEL Y,7SAYGDEF2S,King,Kent,53033029702,WA,POINT (-122.19976 47.37483)
R1S,7PDSGCBA3T,King,Kirkland,53033022603,WA,POINT (-122.2066 47.67887)
R1S,7PDSGABA4P,King,Kirkland,53033022401,WA,POINT (-122.2066 47.67887)
C-MAX,1FADP5CU8F,Clark,Vancouver,53011041330,WA,POINT (-122.55149 45.69345)
SOUL,KNDJX3AE9H,King,Shoreline,53033020600,WA,POINT (-122.30304 47.75494)
IX,WB523CF09R,King,Kirkland,53033022501,WA,POINT (-122.2066 47.67887)
MODEL S,5YJSA1E62T,King,Bellevue,53033023902,WA,POINT (-122.1872 47.61001)
MODEL Y,7SAYGDEE1P,King,Renton,53033025201,WA,POINT (-122.18839 47.51197)
MODEL Y,7SAYGDEE2T,King,Kirkland,53033022604,WA,POINT (-122.2066 47.67887)
MODEL Y,7SAYGAEE7R,King,Auburn,53033030503,WA,POINT (-122.2229 47.307)
MODEL 3,5YJ3E1EA0P,King,Bothell,53033021804,WA,POINT (-122.20563 47.76144)
MODEL 3,5YJ3E1EAXM,King,Woodinville,53033021802,WA,POINT (-122.15545 47.75448)
LYRIQ,1GYKPSRL4R,King,Kirkland,53033022401,WA,POINT (-122.2066 47.67887)
BOLT EUV,1G1FZ6S06P,King,Bellevue,53033024002,WA,POINT (-122.1872 47.61001)
IONIQ 5,7YAKNDDC4S,Thurston,Olympia,53067010600,WA,POINT (-122.92018 47.04575)
MODEL Y,7SAYGDEE2S,King,Seattle,53033006800,WA,POINT (-122.34845 47.63283)
EQE-CLASS SUV,4JGGM1CB7S,King,Sammamish,53033032217,WA,POINT (-122.02054 47.60326)
PRIUS PRIME (PHEV),JTDACACU6S,King,Kirkland,53033022501,WA,POINT (-122.2066 47.67887)
MODEL 3,5YJ3E1EA7L,King,Sammamish,53033032316,WA,POINT (-122.02054 47.60326)
ID. BUZZ,WVG5WVEB2S,Clark,Vancouver,53011041600,WA,POINT (-122.62934 45.63201)
MODEL 3,5YJ3E1EB0R,King,Redmond,53033032325,WA,POINT (-122.13158 47.67858)
ID. BUZZ,WVG6YVEB2S,King,Kenmore,53033022102,WA,POINT (-122.24369 47.75892)
ESCAPE,1FMCU0E1XR,Kitsap,Bremerton,53035081000,WA,POINT (-122.65223 47.57192)
PACIFICA,2C4RC1L79N,Kitsap,Bainbridge Island,53035090700,WA,POINT (-122.521 47.62759)
MODEL Y,7SAYGDEE9R,King,Kent,53033029407,WA,POINT (-122.17743 47.41185)
MODEL Y,5YJYGDEE8M,King,Kirkland,53033022604,WA,POINT (-122.2066 47.67887)
X3,5UXTS1C08M,King,Bellevue,53033023500,WA,POINT (-122.1621 47.64441)
R1S,7PDSGABA6R,King,Seattle,53033007800,WA,POINT (-122.31009 47.60803)
MODEL Y,7SAYGDEE8P,King,Shoreline,53033020200,WA,POINT (-122.37238 47.74068)
EV6,KNDC3DLC4P,King,Lake Forest Park,53033021300,WA,POINT (-122.30304 47.75494)
R1S,7PDSGABA7P,King,Seattle,53033001600,WA,POINT (-122.37238 47.74068)
MODEL Y,7SAYGDEE8N,King,North Bend,53033032705,WA,POINT (-121.7831 47.49348)
MODEL Y,5YJYGDEE3M,King,Seattle,53033009500,WA,POINT (-122.30866 47.57874)
ID.4,WVGUNPE26N,King,Seattle,53033001400,WA,POINT (-122.33364 47.73709)
PROLOGUE,3GPKHXRJ3R,King,Kent,53033029403,WA,POINT (-122.17743 47.41185)
MODEL 3,5YJ3E1EA5R,King,Bellevue,53033024001,WA,POINT (-122.1872 47.61001)
MODEL 3,5YJ3E1EA3J,King,Mercer Island,53033024302,WA,POINT (-122.21238 47.57816)
VOLT,1G1RD6S52H,Island,Oak Harbor,53029970602,WA,POINT (-122.64682 48.29077)
MODEL 3,5YJ3E1EB7L,King,Seattle,53033006701,WA,POINT (-122.34845 47.63283)
MODEL Y,5YJYGAEE7M,King,Seattle,53033001202,WA,POINT (-122.30253 47.72656)
MODEL Y,7SAYGDEEXP,King,Seattle,53033006200,WA,POINT (-122.30207 47.64085)
TUCSON,KM8JFDA20N,Clark,Ridgefield,53011040412,WA,POINT (-122.74595 45.81539)
IONIQ 5,7YAKRDDC1T,King,Kirkland,53033021903,WA,POINT (-122.22901 47.72201)
IONIQ,KMHC75LJ8L,Clark,Vancouver,53011040806,WA,POINT (-122.57722 45.64251)
XC90,YV4BR0CK1L,King,Seattle,53033006701,WA,POINT (-122.34845 47.63283)
MODEL 3,5YJ3E1EB1M,King,Seattle,53033002000,WA,POINT (-122.31676 47.68156)
MODEL 3,5YJ3E1ET4S,Snohomish,Bothell,53061051918,WA,POINT (-122.18384 47.8031)
MODEL S,5YJSA1E25J,Clark,Vancouver,53011040803,WA,POINT (-122.62731 45.71668)
ESCAPE,1FMCU0LZ8N,King,Kirkland,53033022402,WA,POINT (-122.2066 47.67887)
MODEL Y,7SAYGDEEXT,King,Bothell,53033021804,WA,POINT (-122.20563 47.76144)
F-150,1FTVW1ELXP,Clallam,Sequim,53009002301,WA,POINT (-123.10367 48.07965)
LEAF,1N4BZ1CP3K,King,Seattle,53033001202,WA,POINT (-122.30253 47.72656)
CYBERTRUCK,7G2CEHED9R,King,Federal Way,53033030308,WA,POINT (-122.36217 47.31011)
MUSTANG MACH-E,3FMTK3SU0R,King,Kirkland,53033022300,WA,POINT (-122.22901 47.72201)
AIR,50EA1TEA1S,King,Bellevue,53033024001,WA,POINT (-122.1872 47.61001)
RAV4 PRIME (PHEV),JTMFB3FV2S,King,Sammamish,53033032207,WA,POINT (-122.03539 47.61344)
MODEL Y,7SAYGDEF9R,King,Renton,53033025806,WA,POINT (-122.19488 47.44034)
NIRO,KNDCC3LG8N,King,Seattle,53033009500,WA,POINT (-122.30866 47.57874)
MODEL 3,5YJ3E1EB2J,King,Bellevue,53033024001,WA,POINT (-122.1872 47.61001)
NIRO,KNDCR3L13S,King,Seattle,53033000402,WA,POINT (-122.37238 47.74068)
LEAF,1N4AZ1CP6K,King,Seattle,53033002700,WA,POINT (-122.35436 47.67596)
MODEL 3,5YJ3E1EC9P,Kitsap,Bainbridge Island,53035090800,WA,POINT (-122.521 47.62759)
KONA,KM8HC3A66R,Snohomish,Monroe,53061052207,WA,POINT (-121.98087 47.8526)
FUSION,3FA6P0PU7E,King,Seattle,53033000402,WA,POINT (-122.33364 47.73709)
MODEL Y,7SAYGDEE9T,Clark,Vancouver,53011040910,WA,POINT (-122.70303 45.70954)
GLE-CLASS,4JGFB4GB8R,King,Kirkland,53033022603,WA,POINT (-122.2066 47.67887)
R1S,7PDSGABA0P,King,Redmond,53033032321,WA,POINT (-122.13158 47.67858)
BOLT EUV,1G1FY6S0XP,King,Bellevue,53033023805,WA,POINT (-122.1872 47.61001)
TUCSON,KM8JBDD27S,Clark,Vancouver,53011040812,WA,POINT (-122.62731 45.71668)
XC40,YV4ED3UR3M,Kitsap,Bainbridge Island,53035090902,WA,POINT (-122.521 47.62759)
MODEL Y,7SAYGDEEXT,Clark,Camas,53011040609,WA,POINT (-122.40177 45.58705)
MODEL Y,7SAYGDED4S,Snohomish,Bothell,53061051927,WA,POINT (-122.20105 47.84423)
MODEL 3,5YJ3E1EA7T,King,Bellevue,53033023806,WA,POINT (-122.1872 47.61001)
EQE-CLASS SEDAN,W1KEG1CB9S,Kitsap,Bainbridge Island,53035090902,WA,POINT (-122.521 47.62759)
SOLTERRA,JTMABABA8R,Clark,Vancouver,53011040709,WA,POINT (-122.57722 45.64251)
IONIQ 5,KM8KNDAF4P,King,Seattle,53033001400,WA,POINT (-122.37238 47.74068)
BOLT EV,1G1FY6S06L,Kitsap,Suquamish,53035940100,WA,POINT (-122.55242 47.73162)
MODEL 3,5YJ3E1EA4N,King,Tukwila,53033028200,WA,POINT (-122.27979 47.44952)
MODEL S,5YJSA1E27J,King,Renton,53033029308,WA,POINT (-122.19488 47.44034)
MODEL Y,7SAYGDEE8N,King,Seattle,53033000602,WA,POINT (-122.33364 47.73709)
IONIQ 5,7YAKNDDC5S,King,Seattle,53033001600,WA,POINT (-122.37238 47.74068)
MODEL Y,5YJYGDEE7M,Kitsap,Port Orchard,53035092704,WA,POINT (-122.63848 47.5414)
MODEL 3,5YJ3E1EA0R,Snohomish,Mill Creek,53061052008,WA,POINT (-122.20105 47.84423)
RAV4 PRIME (PHEV),JTMAB3FV1S,Clark,Vancouver,53011041322,WA,POINT (-122.49212 45.60365)
MODEL S,5YJSA1E59M,King,Seattle,53033001702,WA,POINT (-122.37238 47.74068)
MODEL S,5YJSA1E6XR,King,Kirkland,53033021905,WA,POINT (-122.22901 47.72201)
MODEL S,5YJSA1E59N,King,Bellevue,53033024701,WA,POINT (-122.12096 47.55584)
MODEL Y,7SAYGDEE0N,King,Seattle,53033002900,WA,POINT (-122.35436 47.67596)
MUSTANG MACH-E,3FMTK3SS4M,Clark,Vancouver,53011040904,WA,POINT (-122.70303 45.70954)
MODEL Y,7SAYGDEE3N,King,Bellevue,53033024001,WA,POINT (-122.1872 47.61001)
KONA,KM8HC3A66S,Snohomish,Lake Stevens,53061052607,WA,POINT (-122.06402 48.01497)
SOLTERRA,JTMABABA1P,Snohomish,Lake Stevens,53061052505,WA,POINT (-122.06402 48.01497)
VOLT,1G1RA6S52H,King,Maple Valley,53033032010,WA,POINT (-122.04526 47.39394)
MODEL Y,7SAYGDED8T,Clark,Ridgefield,53011040905,WA,POINT (-122.74595 45.81539)
MODEL Y,7SAYGDEE3P,King,Bothell,53033021804,WA,POINT (-122.20563 47.76144)
MODEL Y,7SAYGDEF6R,Kitsap,Kingston,53035090102,WA,POINT (-122.4977 47.79802)
MODEL Y,5YJYGDEEXL,Clark,Vancouver,53011042400,WA,POINT (-122.67156 45.63248)
MODEL Y,7SAYGDEE8P,Snohomish,Snohomish,53061041610,WA,POINT (-122.1389 47.87115)
MODEL X,7SAXCDE53N,King,Woodinville,53033032320,WA,POINT (-122.15545 47.75448)
BZ4X,JTMABACA6S,King,Shoreline,53033020800,WA,POINT (-122.37238 47.74068)
MODEL Y,7SAYGDEE3R,King,Bellevue,53033024001,WA,POINT (-122.1872 47.61001)
MODEL Y,7SAYGDEE4R,King,Bellevue,53033023300,WA,POINT (-122.11867 47.63131)
EV9,5XYAFFS52S,Kitsap,Bainbridge Island,53035090700,WA,POINT (-122.521 47.62759)
BZ4X,JTMABACA6R,King,Redmond,53033032330,WA,POINT (-122.13158 47.67858)
MODEL Y,7SAYGDEE3N,King,Seattle,53033001000,WA,POINT (-122.30253 47.72656)
MODEL Y,7SAYGAEE0P,Clark,Camas,53011041400,WA,POINT (-122.40177 45.58705)
CORSAIR,5LMTJ5DZ8P,Clark,Vancouver,53011040713,WA,POINT (-122.55149 45.69345)
MODEL Y,7SAYGDET9T,King,Bellevue,53033023500,WA,POINT (-122.1621 47.64441)
E-TRON GT,WAUFJBFW4N,King,Bellevue,53033024001,WA,POINT (-122.1872 47.61001)
MODEL 3,5YJ3E1EC3M,King,Burien,53033028500,WA,POINT (-122.32472 47.44519)
F-150,1FT6W1EVXN,King,Newcastle,53033024703,WA,POINT (-122.18839 47.51197)
MODEL 3,5YJ3E1EA2T,King,Duvall,53033032401,WA,POINT (-121.98609 47.74068)
ARIYA HATCHBACK,JN1AF0BA8P,Clark,Vancouver,53011041206,WA,POINT (-122.59219 45.62158)
BOLT EUV,1G1FZ6S04P,King,Kirkland,53033022604,WA,POINT (-122.2066 47.67887)
MODEL Y,7SAYGAEE2N,Clark,Vancouver,53011041900,WA,POINT (-122.67156 45.63248)
MODEL Y,7SAYGDED7T,King,Bellevue,53033023500,WA,POINT (-122.1621 47.64441)
MODEL Y,7SAYGDEE1T,King,Issaquah,53033032221,WA,POINT (-122.01656 47.57118)
NX,JTJHKCFZ3S,King,Kirkland,53033022701,WA,POINT (-122.2066 47.67887)
MODEL Y,7SAYGDEE0S,King,Bellevue,53033024002,WA,POINT (-122.1872 47.61001)
MODEL 3,5YJ3E1EA8S,King,Bellevue,53033024901,WA,POINT (-122.12096 47.55584)
TRANSIT,1FTBW9CK8P,King,Seattle,53033004703,WA,POINT (-122.38591 47.67597)
MODEL 3,5YJ3E1EAXT,King,Bellevue,53033023901,WA,POINT (-122.1872 47.61001)
ID.4,1V2BMPE89R,Snohomish,Bothell,53061051933,WA,POINT (-122.20105 47.84423)
MODEL 3,5YJ3E1EB6M,King,Seattle,53033001600,WA,POINT (-122.37238 47.74068)
I4,WBY43AW00P,King,Seattle,53033007800,WA,POINT (-122.31009 47.60803)
VOLT,1G1RA6E43E,King,Seattle,53033001400,WA,POINT (-122.37238 47.74068)
MODEL 3,5YJ3E1EA1T,King,Kirkland,53033022701,WA,POINT (-122.2066 47.67887)
R1S,7PDSGABAXP,King,Seattle,53033001600,WA,POINT (-122.37238 47.74068)
MODEL Y,7SAYGDEE9T,King,Kirkland,53033022603,WA,POINT (-122.2066 47.67887)
GLE-CLASS,4JGFB4GB6R,King,Bellevue,53033023201,WA,POINT (-122.12056 47.61334)
ESCAPE,1FMCU0E14R,Clark,Vancouver,53011041335,WA,POINT (-122.48723 45.63701)
PROLOGUE,3GPKHXRJ2R,Clark,Vancouver,53011042602,WA,POINT (-122.62934 45.63201)
MODEL Y,7SAYGDEF3N,King,Kirkland,53033022501,WA,POINT (-122.2066 47.67887)
MODEL Y,7SAYGDEE6N,King,Seattle,53033004500,WA,POINT (-122.31307 47.66127)
SILVERADO,1GC10ZED5T,King,Seattle,53033000800,WA,POINT (-122.30253 47.72656)
IONIQ 5,KM8KRDDF7R,Kitsap,Bainbridge Island,53035090700,WA,POINT (-122.521 47.62759)
LYRIQ,1GYKPURL3S,King,Seattle,53033005000,WA,POINT (-122.35436 47.67596)
MODEL X,7SAXCBE53T,King,Seattle,53033001100,WA,POINT (-122.30253 47.72656)
MODEL Y,7SAYGDEE2T,King,Bothell,53033022001,WA,POINT (-122.20563 47.76144)
ARIYA HATCHBACK,JN1CF0BBXR,Snohomish,Bothell,53061051922,WA,POINT (-122.18384 47.8031)
MODEL Y,7SAYGAEE1R,King,Issaquah,53033032104,WA,POINT (-122.03439 47.5301)
I7,WBY53EJ07S,King,Sammamish,53033032316,WA,POINT (-122.02054 47.60326)
500,3C3CFFGE2F,King,Tukwila,53033026300,WA,POINT (-122.25031 47.49481)
KONA,KM8HE3A64S,King,Seattle,53033005902,WA,POINT (-122.36381 47.63046)
HARDTOP,WMW13DJ03R,King,Kent,53033029603,WA,POINT (-122.19976 47.37483)
MODEL Y,7SAYGDEEXP,King,Bellevue,53033023801,WA,POINT (-122.1872 47.61001)
RZ,JTJAAAAB4S,King,Seattle,53033009600,WA,POINT (-122.41067 47.57894)
MODEL 3,5YJ3E1EA0S,King,Sammamish,53033032318,WA,POINT (-122.02054 47.60326)
LEAF,1N4AZ1CV4N,Snohomish,Snohomish,53061052206,WA,POINT (-122.09305 47.91265)
XC60,YV4H60DL3R,Clark,Battle Ground,53011040408,WA,POINT (-122.5331 45.78092)
MODEL Y,7SAYGDEE5T,King,Sammamish,53033032215,WA,POINT (-122.03539 47.61344)
IX,WB543CF02T,King,Lake Forest Park,53033021300,WA,POINT (-122.30304 47.75494)
MODEL Y,7SAYGDEF9P,Clark,Battle Ground,53011040504,WA,POINT (-122.5331 45.78092)
I4,WBY73AW07P,Kitsap,Bremerton,53035080500,WA,POINT (-122.62749 47.565)
MODEL Y,7SAYGDEE8P,King,Seattle,53033006701,WA,POINT (-122.34845 47.63283)
MODEL 3,5YJ3E1EA5P,King,Renton,53033029308,WA,POINT (-122.19488 47.44034)
MODEL 3,5YJ3E1EAXP,King,Federal Way,53033030203,WA,POINT (-122.3303 47.30151)
IX,WB523CF06R,King,Sammamish,53033032215,WA,POINT (-122.03539 47.61344)
MODEL X,5YJXCDE23J,King,Bellevue,53033023601,WA,POINT (-122.1872 47.61001)
IONIQ 5,KM8KRDDF9R,King,Seattle,53033012100,WA,POINT (-122.36322 47.49736)
I4,WBY83FB0XR,Kitsap,Suquamish,53035940100,WA,POINT (-122.55242 47.73162)
MODEL Y,7SAYGDEE8T,King,Bellevue,53033023902,WA,POINT (-122.1872 47.61001)
MODEL Y,7SAYGDEEXP,King,Kirkland,53033022701,WA,POINT (-122.2066 47.67887)
MODEL Y,7SAYGDEE4P,King,Bellevue,53033024001,WA,POINT (-122.1872 47.61001)
NIRO,KNDCD3LD1K,King,Kent,53033029306,WA,POINT (-122.17743 47.41185)
SOLTERRA,JTMABABA6P,Kitsap,Kingston,53035090102,WA,POINT (-122.4977 47.79802)
SOLTERRA,JTMABABA0R,King,Seattle,53033012100,WA,POINT (-122.36322 47.49736)
ID.4,1V2GNPE89P,King,Seattle,53033012000,WA,POINT (-122.36322 47.49736)
MODEL Y,7SAYGDEE4T,Clark,Vancouver,53011041317,WA,POINT (-122.48723 45.63701)
MUSTANG MACH-E,3FMTK3SU2S,King,Bellevue,53033024001,WA,POINT (-122.1872 47.61001)
Q6,WA124BGF6S,King,Kirkland,53033022604,WA,POINT (-122.2066 47.67887)
MODEL Y,7SAYGDEE8R,King,Burien,53033026700,WA,POINT (-122.36322 47.49736)
EQS-CLASS SUV,4JGDM2EBXP,Snohomish,Lake Stevens,53061052604,WA,POINT (-122.06402 48.01497)
SOLTERRA,JTMABABA5R,King,Seattle,53033000800,WA,POINT (-122.30253 47.72656)
LEAF,1N4AZ1BV4P,Clark,Vancouver,53011040412,WA,POINT (-122.62731 45.71668)
SPORTAGE,KNDPYDDH4R,King,Kirkland,53033021904,WA,POINT (-122.22901 47.72201)
X5,5UX43EU09R,King,Seattle,53033000800,WA,POINT (-122.30253 47.72656)
WRANGLER,1C4RJXN63R,Clark,Vancouver,53011041323,WA,POINT (-122.49212 45.60365)
GRAVITY,7UUG1GHJ6T,King,Newcastle,53033025005,WA,POINT (-122.11589 47.50243)
MODEL 3,5YJ3E1EBXJ,King,Clyde Hill,53033024100,WA,POINT (-122.1872 47.61001)
WRANGLER,1C4JJXP63N,King,Kent,53033029604,WA,POINT (-122.19976 47.37483)
LEAF,1N4AZ0CP9D,King,Redmond,53033032323,WA,POINT (-122.13158 47.67858)
R1S,7PDSGABL5P,King,Kirkland,53033022101,WA,POINT (-122.22901 47.72201)
ID.4,WVGTMPE27M,Thurston,Rochester,53067012720,WA,POINT (-123.08743 46.82175)
POLESTAR 2,LPSED3KA0N,King,Seattle,53033009600,WA,POINT (-122.41067 47.57894)
E-TRON GT,WAUFJBFWXP,King,Kirkland,53033022203,WA,POINT (-122.22901 47.72201)
MODEL Y,7SAYGDEE7N,King,Federal Way,53033030006,WA,POINT (-122.3303 47.30151)
I4,WBY73AW04P,King,Tukwila,53033027200,WA,POINT (-122.29411 47.48924)
MODEL Y,7SAYGDEE4T,Clark,Battle Ground,53011040504,WA,POINT (-122.5331 45.78092)
PACIFICA,2C4RC1N78L,Clark,Vancouver,53011040909,WA,POINT (-122.70303 45.70954)
R1S,7PDSGABA3P,King,Redmond,53033032323,WA,POINT (-122.13158 47.67858)
XC90,YV4BR0CL1M,King,Seattle,53033007800,WA,POINT (-122.30207 47.64085)
CLARITY,JHMZC5F18L,King,Seattle,53033002200,WA,POINT (-122.30253 47.72656)
NIRO,KNDCC3LG9N,King,Redmond,53033032324,WA,POINT (-122.13158 47.67858)
NX,JTJHKCFZ0T,King,Sammamish,53033032217,WA,POINT (-122.02054 47.60326)
MODEL 3,5YJ3E1ET0S,King,Kirkland,53033022604,WA,POINT (-122.2066 47.67887)
KONA,KM8HC3A6XR,King,Kirkland,53033022006,WA,POINT (-122.2066 47.67887)
EV6,KNDC3DLC8N,Kitsap,Kingston,53035090102,WA,POINT (-122.4977 47.79802)
CX-90,JM3KKBHAXS,King,Tukwila,53033026300,WA,POINT (-122.25031 47.49481)
LEAF,1N4AZ1CP0J,Kitsap,Bainbridge Island,53035090700,WA,POINT (-122.521 47.62759)
R1S,7PDSGCBA1S,King,Kirkland,53033022501,WA,POINT (-122.2066 47.67887)
MODEL Y,7SAYGDEF7N,King,Seattle,53033006900,WA,POINT (-122.36381 47.63046)
SOUL,KNDJX3AE6J,King,Seattle,53033001000,WA,POINT (-122.30253 47.72656)
MODEL Y,7SAYGAEE2P,King,Seattle,53033001400,WA,POINT (-122.33364 47.73709)
MODEL Y,7SAYGDEE0T,King,Woodinville,53033021906,WA,POINT (-122.15545 47.75448)
LEAF,1N4AZ1CP8K,King,Kirkland,53033022005,WA,POINT (-122.22901 47.72201)
MODEL X,5YJXCDE24H,King,Burien,53033027901,WA,POINT (-122.34731 47.45207)
BOLT EV,1G1FW6S03H,King,Seattle,53033007800,WA,POINT (-122.31009 47.60803)
BZ4X,JTMAAAAA2S,King,Tukwila,53033026200,WA,POINT (-122.29411 47.48924)
LYRIQ,1GYKPTRK0R,King,Auburn,53033029602,WA,POINT (-122.18263 47.31825)
MODEL Y,7SAYGDEE9P,Snohomish,Mukilteo,53061042005,WA,POINT (-122.29196 47.89908)
MODEL Y,7SAYGDEE5R,King,Kent,53033029403,WA,POINT (-122.17743 47.41185)
MODEL Y,7SAYGDEE2R,Yakima,Yakima,53077002801,WA,POINT (-120.60272 46.59656)
ID.4,1V2DSPE88R,Clark,Vancouver,53011040910,WA,POINT (-122.70303 45.70954)
MODEL Y,7SAYGDEE4P,King,Kent,53033029602,WA,POINT (-122.19976 47.37483)
MODEL 3,5YJ3E1EB5N,King,Federal Way,53033030308,WA,POINT (-122.36217 47.31011)
X5,5UX43EU0XT,King,Seattle,53033005600,WA,POINT (-122.40092 47.65908)
WRANGLER,1C4JJXR61N,King,Seattle,53033001500,WA,POINT (-122.38418 47.70044)
LYRIQ,1GYKPWRL1S,King,Redmond,53033032324,WA,POINT (-122.13158 47.67858)
F-150,1FTVW3LK4R,Snohomish,Snohomish,53061052502,WA,POINT (-122.09305 47.91265)
PRIUS PRIME (PHEV),JTDKARFP1H,King,Federal Way,53033030006,WA,POINT (-122.3303 47.30151)
X5,5UXTA6C04P,King,Seattle,53033011901,WA,POINT (-122.25031 47.49481)
MODEL 3,5YJ3E1EBXK,King,Seattle,53033006701,WA,POINT (-122.34845 47.63283)
MODEL Y,7SAYGDEE7N,King,Redmond,53033022606,WA,POINT (-122.13158 47.67858)
LEAF,1N4CZ1CV0S,King,Redmond,53033032323,WA,POINT (-122.13158 47.67858)
R1S,7PDSGCBA0T,King,Duvall,53033032402,WA,POINT (-121.98609 47.74068)
ID.4,1V2CMPE89P,Kitsap,Port Orchard,53035092102,WA,POINT (-122.68516 47.50645)
MODEL 3,5YJ3E1EA0J,King,Medina,53033024200,WA,POINT (-122.23892 47.61613)
MODEL X,5YJXCBE22K,King,Bellevue,53033024001,WA,POINT (-122.1872 47.61001)
MODEL 3,5YJ3E1EB9T,King,Kirkland,53033022603,WA,POINT (-122.2066 47.67887)
OUTLANDER,JA4J2VA79N,King,Kirkland,53033022604,WA,POINT (-122.2066 47.67887)
F-150,1FTVW1EL6P,Thurston,Olympia,53067010600,WA,POINT (-122.92018 47.04575)
MODEL Y,7SAYGDEE7T,King,Redmond,53033032324,WA,POINT (-122.13158 47.67858)
EV6,5XYC34JAXS,Clark,Vancouver,53011040412,WA,POINT (-122.62731 45.71668)
MUSTANG MACH-E,3FMTK4SE0P,King,Kirkland,53033022205,WA,POINT (-122.22901 47.72201)
MODEL Y,7SAYGDEF3P,King,Seatac,53033028402,WA,POINT (-122.27979 47.44952)
MODEL 3,5YJ3E1EAXP,King,Seattle,53033004500,WA,POINT (-122.31307 47.66127)
PRIUS PRIME (PHEV),JTDACACU5P,King,Bellevue,53033024002,WA,POINT (-122.1872 47.61001)
EV9,5XYAFFS54T,Snohomish,Snohomish,53061052203,WA,POINT (-122.09305 47.91265)
CLARITY,JHMZC5F37J,Clark,Vancouver,53011042000,WA,POINT (-122.67156 45.63248)
EQUINOX,3GN7DNRP6T,King,Tukwila,53033028200,WA,POINT (-122.27979 47.44952)
MODEL Y,7SAYGDEE0R,Thurston,Olympia,53067010100,WA,POINT (-122.89165 47.03954)
ID.4,WVGTMPE21M,King,Seattle,53033002900,WA,POINT (-122.38418 47.70044)
IX,WB523CF06N,King,Kirkland,53033022701,WA,POINT (-122.2066 47.67887)
IONIQ 9,7YAMYFS55T,King,Kenmore,53033022102,WA,POINT (-122.24369 47.75892)
MODEL Y,7SAYGAEE8S,King,Kent,53033029701,WA,POINT (-122.19976 47.37483)
ID.4,1V2WNPE88P,King,Kirkland,53033021903,WA,POINT (-122.22901 47.72201)
TAYCAN,WP0AA2Y1XS,King,Clyde Hill,53033024100,WA,POINT (-122.1872 47.61001)
X5,5UXKT0C55G,Clark,Vancouver,53011040703,WA,POINT (-122.57722 45.64251)
